File,STT_Source,LLM_Source,STT_Text,Intent,Response,STT_Latency,LLM_Latency,E2E_Latency,RTF,CPU_utilization_avg,GPU_compute_utilization,RAM_Used_Avg_MB,Net_Sent_KB,Net_Recv_KB,Selected_Path,Action_Command,STT_Net_Sent_KB,STT_Net_Recv_KB,LLM_Net_Sent_KB,LLM_Net_Recv_KB,RAM_Used_Peak_MB
EC_0179-5399-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),앰뷸런스에 지나갈 수 있게 킬 열어줘.,control,앰뷸런스 통행에 맞춰 차선 변경합니다.,2.137,4.383,6.557,2.376,8.1,80.1,12058.0,1.13,2.17,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],unlock(차선 변경),0.425,1.106,0.82,1.182,12059
EC_0179-5400-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),길을 비켜줘야 고급차량이 빨리 갈 수 있어.,control,"네, 안전하게 차선 변경합니다.",2.041,4.374,6.447,1.99,7.6,82.3,12074.0,1.17,1.17,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],LaneChange(오른쪽 차선 변경),0.352,0.352,0.82,0.82,12074
EC_0179-5401-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),갓길에서 대기,chat,"갓길에 안전하게 대기하시고, 도움 요청 필요하면 알려주세요.",1.721,3.484,5.529,2.973,7.6,79.8,12075.0,1.05,2.44,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.352,0.352,0.703,2.162,12075
EC_0179-5402-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자동운전 언제 사용해?,info,"현재는 특정 조건 하에 제한적으로 사용 중이며, 안전성 확보가 최우선입니다.",1.793,4.553,6.605,3.058,7.6,82.6,12074.0,1.41,3.09,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자동운전),0.586,0.586,0.82,2.504,12074
EC_0179-5403-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),갓필로 바꿔서 잠시 생물내기,control,갓필 채널로 변경했습니다.,1.989,3.986,6.021,2.389,8.1,81.3,12074.0,1.18,2.17,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],change_radio(갓필),0.352,0.352,0.943,1.934,12074
EC_0179-5404-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),사선 무지마도 보실 수 있습니다.,info,사선 무지마도는 주의해야 할 도로 구간입니다. 안전 운전하세요.,1.886,4.549,6.585,2.494,7.6,82.1,12075.0,1.53,13.7,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(사선 무지마도),0.586,6.924,0.943,7.033,12075
EC_0179-5405-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),앞으로 통근 자율주행 시간은 얼마야?,info,"현재 15분 거리, 10분 예상 도착 시간입니다.",1.916,4.475,6.512,2.467,7.6,83.6,12075.0,1.29,2.12,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(통근 자율주행 시간),0.469,0.621,0.82,1.502,12075
EC_0179-5406-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),좌석의 바람이 안 통해 흥분기 는 켜져,chat,"네, 불편하시겠네요. 잠시 후 조수석 에어컨을 작동시켜 드릴게요.",2.147,3.891,6.07,1.632,8.2,79.0,12075.0,1.05,1.05,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],N/A,0.352,0.352,0.82,0.82,12075
EC_0179-5407-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),エアコン温度は2℃を下げます。,chat,알겠습니다. 온도 조절합니다.,2.045,2.512,4.584,1.442,9.1,76.6,12077.0,1.05,1.68,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],N/A,0.586,1.215,0.469,1.305,12077
EC_0179-5408-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),앞 시트만 통통 켜주겠니?,control,앞 시트 조명이 켜졌습니다. 안전 운전하세요.,1.923,4.658,6.691,2.859,7.9,84.1,12076.0,1.36,15.51,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],turn_on(front seat),0.469,7.461,0.894,8.05,12076
EC_0179-5409-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),원재시 보험회사랑 자동으로 연결해야 해.,control,보험 자동 연결 중입니다.,2.047,3.963,6.041,1.736,7.0,81.8,12090.0,1.25,5.51,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],보험 연결(원재시 보험회사),0.308,0.308,0.938,5.205,12090
EC_0179-5410-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율 기행 속도 지금 체크해줘.,info,현재 속도는 시속 60km입니다. 안전 운전하세요.,1.94,4.063,6.072,2.108,7.5,81.8,12091.8,1.29,1.29,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(현재 속도),0.469,0.469,0.82,0.82,12092
EC_0179-5411-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),기상식 공사 연락정로 발신 설정에,control,기상식 공사 연락 설정 완료했습니다.,1.974,4.268,6.304,1.876,6.6,84.0,12091.0,1.41,1.41,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],call(기상식 공사),0.469,0.469,1.055,1.055,12091
EC_0179-5412-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),시트통 통 파워모드로 시련,chat,알겠습니다. 시트통 파워 모드로 설정합니다.,1.922,3.001,5.035,1.748,8.6,76.4,12091.0,0.94,1.3,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,0.469,0.469,0.83,12091
EC_0179-5413-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),여기서부터 비상장치 모두 꺼줄래?,control,비상장치 전원 차단 완료. 안전 운전하세요.,1.975,4.173,6.207,1.952,8.1,80.2,12092.0,1.29,1.29,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],disable_all_systems(None),0.352,0.352,0.938,0.938,12092
EC_0179-5414-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),보험회사에 자동으로 전화연결하고 어떻게 성공하나인지 설명해줘.,info,"보험사별 자동 연결 방법은 다릅니다. 대부분의 경우, '0' 누르면 연결됩니다. 자세한 방법은 보험사 홈페이지를 참고하세요.",2.233,5.92,8.185,1.624,7.7,85.4,12093.0,1.64,4.26,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],Search(보험회사 자동 연결),0.469,1.15,1.289,5.609,12093
EC_0179-5415-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),히터 온도가 너무 낮아. 뚝-게 올려줘.,control,히터 온도 조절 완료. 안전 운전하세요.,2.1,4.858,6.987,2.426,7.6,73.3,12093.0,1.29,14.06,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],adjust_temperature(히터 온도 22도),0.586,7.688,0.82,6.49,12093
EC_0179-5416-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),소명분도 26도로에서 에어컨 트럭,info,"소명분도 26도, 트럭 에어컨 운행 중",2.04,4.379,6.448,2.028,7.7,84.1,12093.1,1.29,1.97,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],Search(에어컨 트럭),0.469,0.469,0.82,1.863,12094
EC_0179-5417-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),기상시에는 자동으로 보험의자에 연락해줘.,control,알겠습니다. 안전 운전하세요.,2.107,4.369,6.482,1.863,7.8,81.0,12093.0,1.17,2.77,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],알림 설정(자동 보험자석 알림),0.352,0.352,0.82,2.423,12093
EC_0179-5418-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),계속 2차선 위치에서 운전해.,control,계속 2차선 유지합니다.,1.918,4.277,6.322,2.341,7.8,84.0,12091.0,1.05,14.81,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],maintain_lane(현재 차선 유지),0.352,8.182,0.703,6.625,12091
EC_0179-5419-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주행기는 지금 쓸 수 있을까?,info,현재 자율주행 기능은 지원하지 않습니다. 안전 운전을 위해 주의해주세요.,1.887,4.447,6.492,2.459,7.6,83.1,12093.0,1.25,3.89,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자율주행기),0.352,3.0,0.894,1.575,12093
EC_0179-5420-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),시트 온도가 너무 높아서 그런데 통통 좀 켜줘,control,통풍 시트 작동 중입니다. 시원해지세요.,2.014,4.568,6.618,1.838,7.8,79.1,12092.0,1.17,1.17,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],AC(통풍 시트),0.352,0.352,0.938,0.938,12092
EC_0179-5421-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주행속도 변화 공정,info,자율주행 시스템은 교통 상황에 따라 자동으로 속도를 조절합니다.,1.849,4.722,6.763,2.621,7.5,83.9,12093.0,1.17,1.17,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자율주행 속도 변화 공정),0.352,0.352,0.938,0.938,12093
EC_0179-5422-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),앞차가 정차하면 따라서 정차해.,control,안전 운전하세요.,1.912,3.769,5.808,2.151,7.7,81.5,12093.0,1.05,1.05,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],brake(따라 정지),0.352,0.352,0.703,0.703,12093
EC_0179-5423-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),짐 싫어야 하니 전자창문 열어줄래?,chat,"네, 짐을 정리할 수 있도록 창문을 열어드리겠습니다.",2.067,3.307,5.407,1.917,8.1,78.0,12092.0,1.05,1.74,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],N/A,0.469,0.469,0.703,1.385,12092
EC_0179-5424-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),시트에 바람 켜줘.,chat,"네, 바람 넣어드릴게요.",1.815,2.417,4.452,1.855,8.5,76.0,12092.0,0.94,1.57,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,0.469,0.469,1.098,12092
EC_0179-5425-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),각길로 잠시 빠져줄래?,chat,"네, 잠시 벗어나겠습니다.",1.887,2.517,4.552,2.05,8.7,76.2,12092.0,0.94,11.98,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,5.232,0.469,6.752,12092
EC_0179-5426-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),에어컨 세는 뒷자리 문 닫아,control,뒷자리 문을 닫았습니다. 안전 운전하세요.,1.975,4.566,6.606,2.447,7.6,81.6,12094.0,1.29,3.94,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],window_close(뒷자리 문),0.469,0.469,0.938,3.586,12094
EC_0179-5427-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주행속도 지금 어느정도야?,info,현재 속도는 시속 70km입니다. 안전 속도를 유지하고 있습니다.,1.917,4.541,6.574,2.609,7.8,82.4,12093.0,1.36,2.84,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자율주행 속도),0.19,0.872,1.172,1.969,12093
EC_0179-5428-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),이상시에 차 바로 멈춰줘.,control,곧바로 멈춥니다. 안전운전하세요.,1.845,4.825,6.859,2.858,7.5,83.7,12092.0,1.29,1.85,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],emergency_brake(안전하게 비상 정지),0.469,1.033,1.055,1.055,12092
EC_0179-5429-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),앞에 차 따라잡기 가능해?,info,현재 속도와 거리 정보를 확인 중입니다. 안전 거리를 유지하세요.,1.817,4.15,6.184,2.342,8.2,81.5,12093.0,1.17,1.17,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(차 따라잡기),0.469,0.469,0.82,0.82,12093
EC_0179-5430-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),뒷자리 통통 단계 하나 올려줄래?,control,뒷좌석 높이 조절 완료했습니다.,2.011,4.549,6.592,2.242,7.7,82.6,12093.0,1.29,1.65,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],adjust_seat(뒷좌석 단계 1),0.469,0.83,0.82,0.82,12093
EC_0179-5431-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),조수석 쪽 문 열어,control,조수석 문 열었습니다. 안전 운전하세요.,1.76,4.437,6.475,2.917,7.2,83.9,12092.0,1.17,1.8,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],open_door(조수석),0.352,0.352,0.82,1.449,12092
EC_0179-5432-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),뒷자리 문 절대 안 열리게 사자,control,뒷자리 문 잠금 설정 완료. 안전 운전하세요.,1.919,4.433,6.468,2.2,7.6,83.1,12093.0,1.17,13.34,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],window_lock(뒷자리),0.352,9.029,0.82,4.312,12093
EC_0179-5433-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주행 요청해도 괜찮아?,control,자율주행 모드로 전환 중입니다.,1.829,4.731,6.775,2.626,7.2,82.3,12092.0,1.17,2.03,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],자율주행 활성화(현재 안전 운전 가능),0.352,0.352,0.938,1.869,12092
EC_0179-5434-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주의인 가능성러브 체크할게,chat,알겠습니다. 안전운전하세요.,1.973,2.515,4.55,1.685,8.7,76.6,12092.0,0.86,1.23,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.352,0.713,0.51,0.514,12092
EC_0179-5435-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),열려있는거 다 닫아주겠니?,control,창문 모두 닫았습니다. 안전 운전하세요.,1.91,4.565,6.611,2.755,7.7,84.1,12093.0,1.29,2.84,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],windows_close(모든 창문),0.469,1.098,0.82,3.021,12093
EC_0179-5436-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),왼쪽 도차선으로 변경하죠.,control,왼쪽으로 변경합니다. 안전운전하세요.,1.888,4.244,6.28,2.326,7.6,84.0,12093.0,1.29,9.81,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],lane_change(왼쪽),0.352,3.207,0.938,6.607,12093
EC_0179-5437-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),자율주행했던 날짜 알려줘.,info,2023년 10월 26일 자율주행 테스트 완료했습니다.,1.851,4.815,6.85,2.655,7.4,84.0,12093.1,1.29,1.97,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자율주행 날짜),0.469,0.469,0.938,1.619,12094
EC_0179-5438-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),미세먼지 많으니까 전체 창문 원역,control,창문 닫았습니다. 안전 운전하세요.,1.916,4.462,6.506,2.169,7.6,82.6,12093.0,1.29,1.65,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],window_closure(전체 창문),0.469,0.469,0.82,1.182,12093
EC_0179-5439-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),해풍이 오니까 비상정지 시작해라.,control,비상 정지 시작합니다. 안전을 최우선으로 고려하세요.,1.982,4.08,6.122,1.73,8.1,80.0,12092.0,1.05,1.05,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],emergency_stop(None),0.352,0.352,0.703,4.225,12092
EC_0179-5440-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),安若瑄你有功課命嗎?,chat,안녕! 지금은 운전 중이라 쉴 새 없이 질문에 답하기 어려워.,1.926,3.67,5.705,2.502,8.2,81.5,12094.0,1.05,17.96,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,11.861,0.703,6.429,12094
EC_0179-5441-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),사선 유지 모두 사용 안 할래,control,사선 유지 기능이 꺼졌습니다. 안전 운전하세요.,1.817,4.926,6.962,2.368,7.4,82.4,12094.0,1.41,3.34,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Lane Keeping Off(사선 유지 기능 해제),0.469,0.678,0.938,2.709,12094
EC_0179-5442-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),잠시 닫기를 멈춰봐,chat,"네, 잠시 멈춰볼게요.",1.869,2.703,4.737,2.134,8.3,76.2,12095.8,0.94,3.95,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,1.098,0.469,4.652,12096
EC_0179-5443-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),자율주행으로 달린 총 거리가 몇 킬로미터인지 알려줘.,info,현재 자율주행 거리 5.2km입니다. 안전 운전하세요.,2.196,4.507,6.731,1.65,7.9,83.0,12096.0,1.29,10.22,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],Search(자율주행 거리),0.352,3.568,0.938,6.652,12096
EC_0179-5444-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),아차있는 자문을 모두 열자.,chat,"네, 안전 운전에 필요한 모든 정보를 제공해 드리겠습니다.",1.85,2.991,5.025,1.675,8.9,76.2,12096.0,0.82,1.5,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.352,0.352,0.586,1.268,12096
EC_0179-5445-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),돌아가시면 되니까 밖으로 이동해 줘,control,"네, 안전하게 이동합니다.",1.915,3.885,5.931,1.901,8.0,80.3,12095.0,1.29,1.29,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],move_out(출차),0.469,0.469,0.938,0.938,12095
EC_0179-5446-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),하선 유지 모드 설정 제거 부탁해.,control,하선 유지 모드 제거 완료. 안전 운전하세요.,1.938,4.546,6.585,2.439,7.6,82.4,12096.1,1.52,12.24,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],remove(하선 유지 모드),0.352,0.98,1.172,11.258,12097
EC_0179-5447-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),자율식이 가능한 시쿵쿵하고 야기의 손,chat,운전 중에는 말씀 나누기 어렵습니다. 안전을 위해 집중해주세요.,4.599,3.305,7.909,2.197,10.0,84.6,12469.0,1.29,12.67,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],N/A,0.82,4.832,0.586,7.951,12587
EC_0179-5448-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),선을 들어간다 시동삭 창문을 올려,control,시동 걸었습니다. 안전 운전하세요.,1.969,4.144,6.176,2.144,8.5,81.8,12587.0,1.05,7.2,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],시동(시동 ON),0.586,4.078,0.586,3.234,12587
EC_0179-5449-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),일주일 평균 자율주행 시간 알려줘,info,일주일 평균 자율주행 시간은 10시간 내외입니다.,1.946,4.342,6.389,2.048,7.6,84.0,12587.4,1.41,2.09,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(자율주행 시간),0.586,0.586,0.82,1.502,12588
EC_0179-5450-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),사선 이동 오른쪽으로 진행해요.,control,"사선 이동, 오른쪽으로 진행합니다.",1.854,4.155,6.189,2.344,15.1,80.3,12587.0,1.05,1.05,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],lane_change(오른쪽),0.234,0.234,0.82,0.82,12587
EC_0179-5451-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),저기 있는 앞차와 뒷공문이 쫓아가고,chat,"네, 조심하세요. 안전운전!",2.0,2.736,4.77,1.807,9.1,78.6,12586.0,1.05,2.05,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.469,0.469,0.586,2.104,12586
EC_0179-5452-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),현재 자율주행 속도 좀 재주겠니?,info,현재 속도는 시속 60km입니다.,1.936,3.597,5.646,2.189,7.9,79.8,12586.2,1.29,1.65,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],Search(현재 속도),0.469,0.83,0.82,0.82,12587
EC_0179-5453-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),에어컨 빨리 돌려,control,에어컨을 최대 설정으로 작동시킵니다.,1.789,4.436,6.468,3.593,7.3,83.0,12604.0,1.52,2.21,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],air_conditioner(최대),0.469,0.469,1.055,1.736,12604
EC_0179-5454-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),시트 내장성품이 작동시켜봐.,control,시트 자동 조절 시작합니다.,2.004,4.057,6.112,2.264,8.3,79.5,12607.5,1.29,1.92,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],seat_adjustment(자동 조절),0.352,0.352,0.938,3.104,12608
EC_0179-5455-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),앞에 차 가는 길을 함께 주행하도록 하자.,control,안전거리 유지하며 따라가겠습니다.,1.949,4.467,6.503,1.97,7.8,82.9,12607.0,1.52,13.55,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],follow_vehicle(앞차 유지하며 주행),0.586,9.125,0.938,7.078,12607
EC_0179-5456-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),오른쪽 차선으로 이동하는 걸 도와줘.,control,오른쪽 차선으로 이동합니다. 안전운전하세요.,1.958,4.851,6.885,2.165,7.6,83.7,12607.0,1.29,2.28,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],lane_change(오른쪽 차선),0.469,0.469,0.82,2.334,12607
EC_0179-5457-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),너무 추워 실력 운명이 높아져,chat,운전에는 집중해야 해요. 안전이 최우선입니다.,1.917,3.092,5.143,1.948,8.6,79.0,12607.0,0.82,12.57,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],N/A,0.352,6.221,0.703,7.307,12607
EC_0179-5458-04-04-PSJ-F-04-A.wav,OnDevice (Late),OnDevice (Late),전체 자국 26도로 따뜻하게 만들어줘.,control,온도 26도로 설정했습니다. 안전 운전하세요.,2.008,4.459,6.5,1.97,7.7,84.0,12608.0,1.17,3.87,STT[OnDevice (Late)] -> LLM[OnDevice (Late)],climate(26도),0.469,0.514,0.82,3.477,12608
EC_0179-5459-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),도둑차 통과하게 차 빼줘.,control,안전하게 차선 변경 부탁드립니다.,1.924,4.538,6.571,2.671,7.4,83.7,12626.0,1.17,1.85,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],차선 변경(오른쪽 차선으로 변경),0.352,1.033,0.938,0.938,12626
EC_0179-5460-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),사안 냉방해줘,control,냉방 온도 22도로 설정했습니다. 안전 운전하세요.,1.76,4.723,6.76,2.889,7.3,83.9,12626.0,1.17,2.16,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],adjust_temperature(22도),0.469,0.469,0.938,1.928,12626
EC_0179-5461-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),일반 주행속도 70으로 저장,control,일반 주행 속도 70km/h로 설정 완료했습니다.,1.818,4.86,6.909,2.559,7.9,81.0,12626.0,1.29,14.21,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],set_speed(70),0.469,7.512,0.938,9.463,12626
EC_0179-5462-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),OnDevice (Late),2차선만 통풍기 꺼주라,control,2차선 통풍기 꺼드렸습니다. 안전 운전하세요.,1.914,5.114,7.164,3.062,7.5,84.0,12626.0,1.25,11.38,STT[OnDevice (Timeout)] -> LLM[OnDevice (Late)],통풍기_꺼짐(2차선 유지),0.352,0.352,1.128,11.259,12626
EC_0179-5463-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),Cloud (Quality),앰뷸런스의 귀양보기,info,앰뷸런스가 접근하면 길을 양보해야 합니다.,1.879,1.065,3.1,1.614,12.6,65.7,12626.3,731.64,20.1,STT[OnDevice (Timeout)] -> LLM[Cloud (Quality)],Search(앰뷸런스 귀양보기),729.112,20.05,6.511,7.695,12628
EC_0179-5464-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),3종 집어넣어,control,기어를 3단으로 변경합니다.,0.831,1.329,2.199,1.182,17.7,64.3,12624.7,595.11,28.43,STT[Cloud] -> LLM[Cloud (Quality)],기어 변경(3단),181.358,15.782,413.942,14.194,12625
EC_0179-5465-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),막다른 길이야. 갓길에서 길 찾고 가죠.,control,안전한 곳에 정차 후 길을 찾으세요.,1.205,1.493,2.733,0.828,10.0,65.3,12623.0,316.52,5.7,STT[Cloud] -> LLM[Cloud (Quality)],정차(갓길),313.974,5.653,2.677,2.291,12623
EC_0179-5466-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),폭풍에서 앞차 추월해,control,폭풍우로 추월은 위험합니다. 안전 운전하세요.,0.725,1.111,1.867,0.841,20.1,97.0,12625.0,215.12,4.04,STT[Cloud] -> LLM[Cloud (Quality)],추월 금지(폭풍우로 인한 위험),212.466,3.839,2.848,2.412,12625
EC_0179-5467-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),뒷자리 참문 잠근 상태 유지하세요,control,뒷자리 잠금 상태를 유지합니다.,1.028,0.782,1.843,0.579,13.4,97.0,12626.0,305.24,7.08,STT[Cloud] -> LLM[Cloud (Quality)],lock(rear doors),302.702,6.981,2.606,2.022,12626
EC_0179-5468-04-04-PSJ-F-04-A.wav,OnDevice (Late),Cloud (Quality),다섯 원두가 지금처럼 웃돌되어 있습니다.,chat,커피 원두가 잘 준비되었군요!,2.041,1.237,3.286,1.369,13.1,71.8,12627.0,233.11,18.91,STT[OnDevice (Late)] -> LLM[Cloud (Quality)],N/A,229.233,11.633,3.942,9.293,12627
EC_0179-5469-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),가을 주행 모드 설정은 유일한 요정,control,가을 주행 모드로 설정했습니다. 안전 운전하세요!,1.187,0.997,2.217,0.77,16.2,65.3,12624.7,276.88,8.52,STT[Cloud] -> LLM[Cloud (Quality)],주행 모드 설정(가을),274.341,7.788,2.607,2.302,12625
EC_0179-5470-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),최근 일주일 자율주행 킬로미터 수에 읽어줘.,control,최근 일주일 자율주행 거리: 150km입니다.,0.842,0.909,1.785,0.541,16.7,95.5,12625.0,316.59,5.36,STT[Cloud] -> LLM[Cloud (Quality)],자율주행 기록 조회(최근 일주일),313.974,5.156,2.685,3.312,12625
